color,from,nikename,parent,subparent,l,a,b
深芽绿,DIC中国传统色,,黄,绿,60.42043623,-17.32226102,50.8087061
夜绿色,DIC中国传统色,,青,绿,51.89390824,-11.17436303,6.910817954
军绿,DIC中国传统色,,青,绿,46.57536321,-17.68875564,22.51814603
冬瓜绿,DIC中国传统色,,青,绿,56.80160307,-32.07060543,15.52798454
荷茎绿,DIC中国传统色,,青,绿,71.50408079,-24.12304146,21.74001512
荷茎绿,中国美色_中国国家地理,,青,绿,76.90949332,-58.79902324,35.33875631
绿琉璃色,DIC中国传统色,,青,绿,48.59313081,-24.99259673,20.11350669
嫩葱绿,DIC中国传统色,,青,绿,59.17672506,-22.64587706,24.12612922
嫩葱绿,中国美色_中国国家地理,,青,绿,68.89364762,-54.60993274,-0.455460778
粗孔雀绿,DIC中国传统色,,青,绿,49.42512222,-33.09846608,0.438840537
粗孔雀绿,中国美色_中国国家地理,,青,绿,66.07702304,-85.63709707,27.02845384
深宝石绿,DIC中国传统色,,青,绿,53.17048687,-38.74628317,13.85027388
冬绿,DIC中国传统色,,青,绿,56.45713097,-21.36864948,10.02715824
巴黎绿,DIC中国传统色,,青,绿,62.42721825,-54.32352123,18.87072868
巴黎绿,中国色名综览_凑幸卫,,青,绿,70.13434239,-24.68742288,20.63868904
玉绿,DIC中国传统色,,青,绿,81.91978656,-29.62231773,5.381601779
浅松绿,DIC中国传统色,,青,绿,75.78838053,-19.2794462,-2.398271838
深松绿,DIC中国传统色,,青,绿,70.25735297,-24.1285854,-3.600872799
深松绿,中国美色_中国国家地理,,青,绿,79.72088667,-68.21814708,11.74824482
浅鲜绿,DIC中国传统色,,白,绿,86.10133795,-22.17217911,-2.457737511
浅水绿,DIC中国传统色,,白,绿,89.01825429,-13.72971729,-2.219244426
春绿,DIC中国传统色,,白,绿,83.20586635,-8.23565234,14.73846294
锈绿,DIC中国传统色,,白,绿,79.55340865,-10.16706906,10.27600415
中条虾绿,DIC中国传统色,,青,绿,57.39992376,-4.806351299,3.435586078
卡其绿,DIC中国传统色,,青,绿,59.43010038,-6.68288916,26.47677438
老绿,DIC中国传统色,,青,绿,43.87367836,-23.43493925,13.78955968
铁绿,DIC中国传统色,,青,绿,43.15821257,-6.069993457,14.85534781
暗苔绿,DIC中国传统色,,青,绿,44.00867469,-16.86996926,8.625377483
品绿,DIC中国传统色,,青,绿,46.31839534,-38.96833382,-15.34246554
品绿,中国美色_中国国家地理,,青,绿,63.44641966,-62.05619295,-4.449844017
大红官绿色,染作江南春水色_金成熺,,青,绿,64.79,-12.25,-2.04
鸭头绿,古色之美_青简,,青,绿,42.02309209,-62.63855662,18.77676132
彩绿,染色样本士林类_何进丰,,青,绿,40,-43,0
深墨绿,染色样本硫化类_何进丰,,黑,绿,25,-7,-3
碧蝉绿,人造丝绸缎色谱_何进丰,,青,绿,68,-8,-10
碧蝉绿,中国色名综览_凑幸卫,,青,绿,61.68121736,-5.832155352,6.814358314
海沫绿,人造丝绸缎色谱_何进丰,,白,绿,72,-7,19
海沫绿,中国色名综览_凑幸卫,,白,绿,84.85352262,-14.02429319,18.42503093
豌豆绿,人造丝绸缎色谱_何进丰,,青,绿,60,-13,20
豌豆绿,中国色名综览_凑幸卫,,青,绿,75.18304156,-20.59042309,16.96255447
牡蛎绿,中国色名综览_凑幸卫,,青,绿,71.59692279,-16.03820631,12.70526172
秧绿,中国色名综览_凑幸卫,,青,绿,63.71642998,-19.09915309,15.22797935
萤石绿,中国色名综览_凑幸卫,,青,绿,63.69174035,-29.63199359,24.7840439
莴苣绿,中国色名综览_凑幸卫,,青,绿,65.33049361,-18.83607383,15.03646351
藻绿,中国色名综览_凑幸卫,,青,绿,61.65861751,-11.5950034,8.45739783
芥菜绿,人造丝绸缎色谱_何进丰,,青,绿,59,-12,13
蛇胆绿,人造丝绸缎色谱_何进丰,,青,绿,52,-13,14
蛇胆绿,中国色名综览_凑幸卫,,青,绿,54.15452202,-12.7066512,9.371809996
青豆绿,中国色名综览_凑幸卫,,青,绿,53.37654843,-21.06957766,16.6207703
麦浪绿,中国色名综览_凑幸卫,,青,绿,54.10901605,-29.96286161,24.46710918
芭蕉绿,人造丝绸缎色谱_何进丰,,青,绿,48,-24,14
芭蕉绿,中国色名综览_凑幸卫,,青,绿,53.89138592,-35.2512587,14.51002246
淡墨绿,人造丝绸缎色谱_何进丰,,青,绿,41,-23,6
浅果绿,涤棉色谱_何进丰,浅果录：涤棉,白,绿,86,-14,11
浅果绿,涤棉色谱_何进丰,浅果录：涤棉,白,绿,81,-12,13
浅湖绿,绞丝染色基本色谱,浅湖录：涤棉,白,绿,83,-19,6
浅湖绿,涤棉色谱_何进丰,浅湖录：涤棉,白,绿,89,-10,4
深湖绿,绞丝染色基本色谱,,青,绿,63,-35,3
浅荠菜绿,绞丝染色基本色谱,,青,绿,50,-12,6
荠菜绿,绞丝染色基本色谱,,青,绿,41,-11,5
荠菜绿,中国色名综览_凑幸卫,,青,绿,43.93333846,-12.26397994,4.282805595
黝绿,中国色名综览_凑幸卫,,青,绿,45.0219634,-13.91343528,5.064869324
浅芽绿,绞丝染色基本色谱,,白,绿,83,-6,19
浅豆绿,绞丝染色基本色谱,,青,绿,59,-11,21
浅瓜皮绿,绞丝染色基本色谱,,青,绿,78,-24,28
庭芜绿,故宫里的色彩美学_郭浩,,青,绿,55.98624946,-36.12427478,25.04437937
绿沈,故宫里的色彩美学_郭浩,,黄,绿,58.93939858,-8.110303629,39.43622221
绿沈,中国美色_中国国家地理,,青,绿,59.40427579,-95.95528783,68.75887719
桂花黄绿,人造丝绸缎色谱_何进丰,,青,绿,61,-10,22
松花绿,中国美色_中国国家地理,,青,绿,50.23561764,-84.21337048,54.4825218
扎绿,涤棉色谱_何进丰,涤棉;扎录,青,绿,41,-17,-25
奶绿,DIC中国传统色,,白,绿,79.66263491,-12.91052187,7.034187905
绿青,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,青,绿,62.34,-14.95,29.25
浅中绿,染色样本士林类_何进丰,,青,绿,58,-38,-5
结绿,故宫里的色彩美学_郭浩,,黑,绿,38.45939095,-9.951959974,9.140765029
绿云,故宫里的色彩美学_郭浩,,黑,绿,29.4362452,-5.27667956,7.001619628
二绿,故宫里的色彩美学_郭浩,,青,绿,61.02163511,-35.91644834,-7.50787353
浅兰绿,涤棉色谱_何进丰,,白,绿,85,-16,-1
绿灰,perchouli,,黑,绿,27.62146485,-17.67127921,-0.3218874
绿灰,染色样本士林类_何进丰,,青,绿,56,-8,2
绿灰,中国色名综览_凑幸卫,,青,绿,51.57709638,-7.070824121,-3.659039474
淡绿灰,perchouli,,青,绿,54.2204915,-15.18406976,1.588005036
淡绿灰,中国色名综览_凑幸卫,,青,绿,61.68117208,-7.231519053,-3.99463923
甘蓝绿,中国色名综览_凑幸卫,,黑,蓝,41.21690305,-7.105996092,-3.449240817
苷蓝绿,perchouli,,黑,蓝,11.53682806,-6.165203858,0.498021961
青蓝,涤棉色谱_何进丰,涤棉：青兰,黑,蓝,39,-3,-26
湖蓝,国标GB/T 31430-2015,绿蓝（湖蓝）a,青,蓝,80.7,-18.1,-4.2
浅蓝,国标GB/T 31430-2015,浅蓝,白,蓝,82.6,-10.4,-17.6
浅蓝,染色样本士林类_何进丰,浅蓝,青,蓝,51,-5,-29
浅蓝,染色样本纳夫妥类_何进丰,浅蓝,青,蓝,46,-5,-30
浅蓝,中国传统色彩图鉴_鸿洋,浅蓝,青,蓝,91.29256549,-47.70752546,-8.051848919
淡蓝,国标GB/T 31430-2015,淡蓝,白,蓝,76.4,-5.6,-18.1
淡蓝,染色样本士林类_何进丰,淡蓝,青,蓝,64,-5,-17
天蓝,国标GB/T 31430-2015,天蓝,青,蓝,76.3,-9.5,-26.5
天蓝,perchouli,天蓝,青,蓝,46.08293151,-13.95688956,-44.68359116
天蓝,染作江南春水色_金成熺,天蓝,青,蓝,61.44,-7.07,-18.82
天蓝,钧瓷色彩的特征与分类体系研究_王庆斌,天蓝,青,蓝,43.94457369,-4.354096317,-28.53419588
天蓝,中国色名综览_凑幸卫,天蓝,青,蓝,51.52098898,-0.37609669,-43.55239646
天蓝,中国传统色彩图鉴_鸿洋,天蓝,青,蓝,88.30107721,-70.04478848,-10.08858361
石蓝,国标GB/T 31430-2015,碧蓝：明、鸿洋,青,蓝,66.6,-16.8,-30.6
石蓝,中国美色_中国国家地理,碧蓝：明、鸿洋,青,蓝,87.72682117,-78.90710461,12.53637511
石蓝,中国传统色彩图鉴_鸿洋,碧蓝：明、鸿洋,青,蓝,87.72682117,-78.90710461,12.53637511
蓝翠,国标GB/T 31430-2015,翠蓝（1957、中国色名综览_凑幸卫,青,蓝,56.5,-20.8,-33.4
蓝翠,perchouli,翠蓝（1957、中国色名综览_凑幸卫,青,蓝,57.67401098,-43.35092473,-25.9373714
蓝翠,染作江南春水色_金成熺,翠蓝（1957、中国色名综览_凑幸卫,青,蓝,57.08,-7.13,-20.54
蓝翠,中国色名综览_凑幸卫,翠蓝（1957、中国色名综览_凑幸卫,青,蓝,64.13698797,-11.77399956,-20.48855476
海蓝,国标GB/T 31430-2015,海蓝 绞丝：海兰,青,蓝,56.3,-13.3,-37.7
海蓝,DIC中国传统色,海蓝 绞丝：海兰,黑,蓝,32.70841388,0.434598666,-27.37650618
海蓝,绞丝染色基本色谱,海蓝 绞丝：海兰,青,蓝,70,-27,-18
钴蓝,国标GB/T 31430-2015,亮蓝（钴蓝）a,黑,蓝,42.2,-0.6,-46.7
钴蓝,perchouli,亮蓝（钴蓝）a,青,蓝,55.08086766,-32.31107435,-35.39312103
钴蓝,DIC中国传统色,亮蓝（钴蓝）a,青,蓝,60.91928316,-7.569574896,-17.68994922
钴蓝,中国色名综览_凑幸卫,亮蓝（钴蓝）a,青,蓝,66.52191114,-14.729075,-33.7982694
宝蓝,国标GB/T 31430-2015,宝石蓝（1957、绞丝）人造丝绸：宝兰,青,蓝,42.6,-18.5,-27.3
宝蓝,perchouli,宝石蓝（1957、绞丝）人造丝绸：宝兰,青,蓝,51.10246728,-21.37437928,-40.06769454
宝蓝,乾隆色谱,宝石蓝（1957、绞丝）人造丝绸：宝兰,黑,蓝,23,1,-17
宝蓝,DIC中国传统色,宝石蓝（1957、绞丝）人造丝绸：宝兰,黑,蓝,29.85966606,33.77773031,-56.04049414
宝蓝,人造丝绸缎色谱_何进丰,宝石蓝（1957、绞丝）人造丝绸：宝兰,黑,蓝,39,-3,-34
宝蓝,钧瓷色彩的特征与分类体系研究_王庆斌,宝石蓝（1957、绞丝）人造丝绸：宝兰,黑,蓝,28.57708589,11.36810573,-29.36659205
宝蓝,中国美色_中国国家地理,宝石蓝（1957、绞丝）人造丝绸：宝兰,黑,蓝,37.61984696,68.40640542,-102.4915219
宝蓝,中国色名综览_凑幸卫,宝石蓝（1957、绞丝）人造丝绸：宝兰,青,蓝,61.65130356,-0.30660378,-32.34170401
宝蓝,中国传统色彩图鉴_鸿洋,宝石蓝（1957、绞丝）人造丝绸：宝兰,黑,蓝,44.71331457,47.46353515,-90.58344689
靛蓝,国标GB/T 31430-2015,靛蓝,黑,蓝,35.8,0.8,-38.8
靛蓝,DIC中国传统色,靛蓝,黑,蓝,27.67291408,5.555488743,-18.33824222
靛蓝,中国颜色_黄仁达,靛蓝,黑,蓝,22.47207743,21.68782967,-51.24978204
靛蓝,钧瓷色彩的特征与分类体系研究_王庆斌,靛蓝,黑,蓝,18.1787136,16.27492522,-31.69048666
靛蓝,中国美色_中国国家地理,靛蓝,黑,蓝,22.47207743,21.68782967,-51.24978204
靛蓝,中国传统色彩图鉴_鸿洋,靛蓝,黑,蓝,29.71033657,10.37020568,-51.21380565
普蓝,国标GB/T 31430-2015,普蓝（蓝色）a古色之美hrd 中国美色_中国国家地理,黑,蓝,35.2,1.4,-33.9
普蓝,中国颜色_黄仁达,普蓝（蓝色）a古色之美hrd 中国美色_中国国家地理,黑,蓝,33.47586559,76.54986481,-106.6470787
普蓝,古色之美_青简,普蓝（蓝色）a古色之美hrd 中国美色_中国国家地理,黑,蓝,44.67275437,24.47471607,-77.96149744
深蓝,国标GB/T 31430-2015,深蓝,黑,蓝,32,-8.6,-22.4
深蓝,乾隆色谱,深蓝,黑,蓝,19,3,-13
深蓝,DIC中国传统色,深蓝,黑,蓝,29.61919308,2.002413239,-20.81141945
深蓝,染色样本士林类_何进丰,深蓝,黑,蓝,30,5,-37
深蓝,染色样本纳夫妥类_何进丰,深蓝,黑,蓝,28,2,-26
绀蓝,中国传统色彩图鉴_鸿洋,,黑,蓝,29.99110477,62.53035977,-93.69334481
藏蓝,国标GB/T 31430-2015,藏蓝（藏青：钧瓷）a,黑,蓝,29.2,-9,-15.8
藏蓝,DIC中国传统色,藏蓝（藏青：钧瓷）a,黑,蓝,29.03963252,11.0112445,-27.9277496
藏蓝,钧瓷色彩的特征与分类体系研究_王庆斌,藏蓝（藏青：钧瓷）a,青,蓝,55.27389833,-17.57465548,-2.409372747
藏蓝,中国美色_中国国家地理,藏蓝（藏青：钧瓷）a,黑,蓝,18.01399583,45.07741611,-67.86464272
藏蓝,中国传统色彩图鉴_鸿洋,藏蓝（藏青：钧瓷）a,黑,蓝,25.07048826,66.06844777,-90.02010932
蓝黑,国标GB/T 31430-2015,蓝黑,黑,蓝,23.7,2.9,-10.2
钢蓝,perchouli,,黑,蓝,3.490260057,2.240525843,-12.19544252
钢蓝,中国色名综览_凑幸卫,,黑,蓝,34.63791812,7.345578556,-17.29045409
燕颔蓝,perchouli,人造丝绸：燕颔兰,黑,蓝,4.941292151,1.182162769,-10.81391811
燕颔蓝,人造丝绸缎色谱_何进丰,人造丝绸：燕颔兰,黑,蓝,40,-3,-8
燕颔蓝,中国色名综览_凑幸卫,人造丝绸：燕颔兰,黑,蓝,37.25064659,3.520043931,-12.22144918
鸽蓝,perchouli,,黑,蓝,13.38846317,-2.505828852,-14.32046361
鸽蓝,中国色名综览_凑幸卫,,黑,蓝,35.24022212,3.457017729,-12.17139373
暗蓝,perchouli,人造丝绸：暗兰,黑,蓝,7.840229544,-1.389905412,-16.71518387
暗蓝,人造丝绸缎色谱_何进丰,人造丝绸：暗兰,黑,蓝,30,-2,-8
暗蓝,中国色名综览_凑幸卫,人造丝绸：暗兰,黑,蓝,30.76027032,0.93252897,-21.74629848
海涛蓝,perchouli,,黑,蓝,34.4079743,2.955303372,-48.54294935
海涛蓝,中国色名综览_凑幸卫,,黑,蓝,43.85941723,5.344700855,-33.7783563
飞燕草蓝,perchouli,,黑,蓝,36.18788554,3.769049291,-51.8256326
飞燕草蓝,中国色名综览_凑幸卫,,黑,蓝,44.09819679,1.357351744,-49.70842231
安安蓝,perchouli,,青,蓝,44.2764485,-8.841550635,-40.37273232
安安蓝,中国色名综览_凑幸卫,,黑,蓝,43.94226927,13.54627428,-33.34795357
海军蓝,perchouli,人造丝绸：海军兰,青,蓝,42.66996616,-9.482423525,-36.23333616
海军蓝,人造丝绸缎色谱_何进丰,人造丝绸：海军兰,黑,蓝,33,-2,-21
海军蓝,中国色名综览_凑幸卫,人造丝绸：海军兰,黑,蓝,43.94561436,4.411145999,-23.26323602
景泰蓝,中国色名综览_凑幸卫,,黑,蓝,51.56656883,16.02401005,-40.50890532
景泰蓝,perchouli,,青,蓝,46.13939833,-8.461926784,-46.37561925
景泰蓝,中国颜色_黄仁达,,黑,蓝,41.1669158,51.89000081,-96.53748023
景泰蓝,中国美色_中国国家地理,,黄,蓝,87.35417567,-90.03031816,94.2626699
景泰蓝,中国色名综览_凑幸卫,,青,蓝,65.32367155,5.77538771,-41.50964511
品蓝,perchouli,绞丝：品兰,青,蓝,45.31681632,-9.185912584,-43.52324253
品蓝,绞丝染色基本色谱,绞丝：品兰,黑,蓝,33,1,-42
品蓝,中国色名综览_凑幸卫,绞丝：品兰,黑,蓝,51.57699805,14.47877978,-36.71129706
尼罗蓝,perchouli,,青,蓝,45.68893548,-8.629483721,-46.51757056
尼罗蓝,中国色名综览_凑幸卫,,青,蓝,56.09157079,6.024043661,-42.43121391
蝶翅蓝,perchouli,,青,蓝,49.23438611,-11.31716795,-28.64904162
蝶翅蓝,人造丝绸缎色谱_何进丰,,青,蓝,56,0,-26
蝶翅蓝,中国色名综览_凑幸卫,,青,蓝,51.55758239,4.61436633,-24.53258619
鷃蓝,perchouli,,黑,蓝,28.3022697,-6.457902474,-33.93106431
星蓝,perchouli,,青,蓝,71.64618896,-9.785961063,-19.64370719
星蓝,中国色名综览_凑幸卫,,白,蓝,84.92374055,2.284669575,-16.4110387
虹蓝,perchouli,人造丝绸：虹兰,青,蓝,46.63343833,-10.20153344,-46.76175609
虹蓝,人造丝绸缎色谱_何进丰,人造丝绸：虹兰,青,蓝,47,-2,-29
虹蓝,绞丝染色基本色谱,人造丝绸：虹兰,青,蓝,61,-10,-30
虹蓝,中国色名综览_凑幸卫,人造丝绸：虹兰,青,蓝,54.58372582,5.99229521,-41.48440569
柏林蓝,perchouli,,青,蓝,42.19423942,-6.698248709,-48.04487796
柏林蓝,中国色名综览_凑幸卫,,青,蓝,47.50474489,0.07921435,-45.49889787
云水蓝,perchouli,,白,蓝,81.03861136,-5.434279299,-10.32548642
云水蓝,中国色名综览_凑幸卫,,白,蓝,74.08780786,4.194980455,-15.90497694
羽扇豆蓝,perchouli,,青,蓝,60.26236135,-14.92504294,-31.05076363
羽扇豆蓝,中国色名综览_凑幸卫,,青,蓝,71.57626389,0.563422787,-23.94214621
晴山蓝,perchouli,,青,蓝,70.35057986,-11.04939442,-18.31621159
晴山蓝,中国色名综览_凑幸卫,,白,蓝,71.59169616,4.4244281,-27.61894145
焰蓝,中国色名综览_凑幸卫,,白,蓝,71.57970028,4.71825137,-32.92139075
宵蓝,中国色名综览_凑幸卫,,青,蓝,64.20562658,4.886783709,-32.92346448
睛蓝,perchouli,,青,蓝,58.97774141,-17.51504057,-33.13277654
赛佛磁蓝,中国色名综览_凑幸卫,,青,蓝,46.46694791,0.045435184,-28.98161241
搪磁蓝,perchouli,,青,蓝,39.1450185,-11.50383388,-40.76316881
搪磁蓝,中国色名综览_凑幸卫,,青,蓝,44.15701902,-1.175046206,-33.74056901
潮蓝,perchouli,,青,蓝,50.49793081,-17.17908593,-42.22832954
潮蓝,中国色名综览_凑幸卫,,青,蓝,65.32279815,-0.260708768,-30.34705668
牵牛花蓝,perchouli,,青,蓝,45.83229627,-15.84402558,-43.29540603
牵牛花蓝,中国色名综览_凑幸卫,,青,蓝,53.9496578,-9.156498881,-39.92660181
釉蓝,perchouli,,青,蓝,49.14074775,-21.03522485,-40.89104385
釉蓝,中国色名综览_凑幸卫,,青,蓝,45.72879276,-1.093317151,-40.43431891
涧石蓝,perchouli,,青,蓝,64.81253511,-22.04683254,-27.20144843
涧石蓝,中国美色_中国国家地理,,青,蓝,74.10889403,-61.55292307,-13.06567568
涧石蓝,中国色名综览_凑幸卫,,青,蓝,71.59684031,-2.37278145,-19.12985762
中天蓝,人造丝绸缎色谱_何进丰,,青,蓝,71,-7,-6
远天蓝,perchouli,,白,蓝,87.82925651,-5.178403384,-6.74565966
远天蓝,人造丝绸缎色谱_何进丰,,青,蓝,70,-6,-6
远天蓝,中国色名综览_凑幸卫,,白,蓝,83.88728241,1.507311719,-11.62516123
云山蓝,perchouli,,青,蓝,54.33413896,-27.02669395,-34.82659679
云山蓝,中国色名综览_凑幸卫,,青,蓝,64.19335481,-0.379229789,-31.0086512
秋波蓝,perchouli,,青,蓝,72.66525736,-18.15938005,-19.17588994
秋波蓝,中国色名综览_凑幸卫,,白,蓝,74.07229434,-0.631029346,-15.46169952
井天蓝,perchouli,,白,蓝,84.5848135,-7.332867706,-8.045614224
井天蓝,中国色名综览_凑幸卫,,白,蓝,76.53042039,1.346632046,-20.18436299
鸢尾蓝,perchouli,,青,蓝,52.18936068,-27.73735315,-37.72000541
鸢尾蓝,中国色名综览_凑幸卫,,青,蓝,61.68101328,-7.35947102,-35.30271526
钴蓝,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,青,蓝,71.78,-17.97,-6.41
苍蓝,perchouli,,黑,蓝,25.84223489,-20.31944275,-17.79921387
苍蓝,中国色名综览_凑幸卫,,青,蓝,41.21683946,-13.6798668,-12.91937135
水蓝,中国传统色彩图鉴_鸿洋,,白,蓝,95.97721427,-20.37311075,2.071311363
湖水蓝,perchouli,,白,蓝,82.37441334,-14.70315509,-11.55332557
湖水蓝,中国色名综览_凑幸卫,,白,蓝,81.31930448,-4.403166481,-16.86153662
玉鈫蓝,perchouli,,青,蓝,40.68906959,-30.99433452,-23.05942291
胆矾蓝,perchouli,,青,蓝,54.69296949,-39.60609392,-28.94628442
胆矾蓝,中国色名综览_凑幸卫,,青,蓝,56.54859697,-14.91333233,-24.19388135
樫鸟蓝,perchouli,,青,蓝,53.21495669,-39.90646501,-26.54291072
樫鸟蓝,中国色名综览_凑幸卫,,青,蓝,53.35528349,-15.89272778,-17.91546179
鸥蓝,perchouli,,白,蓝,83.53968938,-4.426841315,-3.640917293
鸥蓝,中国色名综览_凑幸卫,,白,蓝,76.53125886,3.051638243,-11.5779503
蜻蜓蓝,perchouli,,青,蓝,48.53541667,-30.76756572,-16.83615494
蜻蜓蓝,中国色名综览_凑幸卫,,青,蓝,53.58511708,-9.124894744,-13.06062081
孔雀蓝,perchouli,绞丝：孔雀兰,青,蓝,63.56340485,-48.01563828,-29.27561671
孔雀蓝,DIC中国传统色,绞丝：孔雀兰,黑,蓝,29.78966537,34.07768028,-62.42445637
孔雀蓝,故宫里的色彩美学_郭浩,绞丝：孔雀兰,青,蓝,57.15447835,-18.46453226,-36.66880997
孔雀蓝,中国颜色_黄仁达,绞丝：孔雀兰,黑,蓝,27.39106782,68.71749874,-95.11547488
孔雀蓝,人造丝绸缎色谱_何进丰,绞丝：孔雀兰,青,蓝,58,-31,-22
孔雀蓝,绞丝染色基本色谱,绞丝：孔雀兰,青,蓝,45,-28,-32
孔雀蓝,钧瓷色彩的特征与分类体系研究_王庆斌,绞丝：孔雀兰,黑,蓝,22.82341366,8.288995095,-30.4925605
孔雀蓝,中国美色_中国国家地理,绞丝：孔雀兰,黑,蓝,27.39106782,68.71749874,-95.11547488
孔雀蓝,中国色名综览_凑幸卫,绞丝：孔雀兰,青,蓝,61.47380032,-18.23627124,-28.09401248
孔雀蓝,中国传统色彩图鉴_鸿洋,绞丝：孔雀兰,青,蓝,76.51098723,-62.24937895,-11.85536165
蔚蓝,perchouli,,青,蓝,66.00908784,-49.16401945,-26.49672488
蔚蓝,人造丝绸缎色谱_何进丰,,青,蓝,65,-26,-14
蔚蓝,中国色名综览_凑幸卫,,青,蓝,67.14654626,-18.49451907,-20.34179977
瀑布蓝,perchouli,,青,蓝,71.22834525,-45.25004222,-22.66992455
瀑布蓝,中国色名综览_凑幸卫,,青,蓝,71.53859727,-15.05622262,-17.66680114
闪蓝,perchouli,,青,蓝,66.14816004,-21.32454815,-11.20656774
闪蓝,中国色名综览_凑幸卫,,青,蓝,65.2265669,-2.155485141,-10.41538079
甸子蓝,perchouli,,青,蓝,62.72758054,-49.58978743,-26.59701391
